layer,code,name,n_obs,phi,d_gph,d_t,mu_z_an,best_span,best_srnet,sigma_ann,phi_t,phi_h1,phi_h2,phi_raw,acf_sum_20,d_se,c_norm_bp,sr_5,srnet_5,cbe_5,sr_10,srnet_10,cbe_10,sr_20,srnet_20,cbe_20,sr_40,srnet_40,cbe_40,sr_60,srnet_60,cbe_60,sr_90,srnet_90,cbe_90,sr_120,srnet_120,cbe_120,sr_180,srnet_180,cbe_180,sr_250,srnet_250,cbe_250,sr_375,srnet_375,cbe_375,cbe_real_bp,cost_headroom
stock,600262.SH,北方股份,2474,0.06802569232690493,-0.1941374958360848,-1.8617645187469358,0.11366293151753516,5,0.6408436751728056,0.3895517951668752,3.3835517102826147,0.06058230506494849,0.07278380826063399,0.06810005517083431,0.0865383448861115,0.10427607459548613,9.241389834842993,0.780545370818137,0.6408436751728056,20.114024543260427,0.6481553960768826,0.5464099918945395,22.933315215840587,0.45781509834246314,0.3843797794988604,22.443347152110064,0.19504662286090396,0.14120560336094426,13.041503463725828,0.05249294498303181,0.007197587793982399,4.172052361794841,-0.07760038286480579,-0.1160511352949781,-7.265433331132578,-0.16536315397920015,-0.199868353537236,-17.252685448865357,-0.2757978403388917,-0.3057570864382174,-33.14076135054536,-0.3422964788737081,-0.36915537165363427,-45.87930463262896,-0.38316967912856464,-0.4065439282428605,-59.01412439466029,20.114024543260427,5.587229039794563
stock,600266.SH,城建发展,2474,0.03097708623645062,-0.013679384412194313,-0.13118430536688483,0.10609436280408549,5,0.641003846548863,0.3697632342255216,1.540779219287122,0.01344183704874177,0.04868830072408754,0.01571450140904072,0.09217449562860863,0.10427607459548613,9.73595984343952,0.7881152487582882,0.641003846548863,19.286165809845446,0.615979181177313,0.5084633717096317,20.625106793293536,0.39654137635210784,0.3185187620245766,18.296604992943177,0.175688606970132,0.11874746223627938,11.107591672923537,0.06652457561636936,0.01896828613995466,5.0358948281215845,-0.027248865462668814,-0.06714902653996324,-2.458534327106518,-0.0882896810421363,-0.12368076780126759,-8.980872893644154,-0.17129026859282018,-0.20148129156381347,-20.424778833317706,-0.2356304725379066,-0.26246067858219,-31.616220156356203,-0.30236057368899566,-0.325811057168908,-46.41687094480542,19.286165809845446,5.357268280512624
stock,600267.SH,海正药业,2429,0.044443884066384956,-0.07700683779469655,-0.738485090788288,0.2606002078509647,5,0.29326110454497156,0.3912198697375972,2.1904117650047725,0.03909489568539146,0.04899312079940199,0.016106212328806872,-0.050402779131447,0.10427676706715425,9.201986602609493,0.4352462358106981,0.29326110454497156,11.03556713967514,0.27644961505607524,0.1715891655328814,9.490886399278127,0.11542507985757361,0.0387975741671842,5.422730176892352,-0.059238699898780875,-0.11560652986307421,-3.7833515991426676,-0.13862029678319235,-0.18586600685642257,-10.562505413634332,-0.1914836582435932,-0.23109304322647095,-17.403480765352008,-0.22148561074413253,-0.25651162208429934,-22.76445898835478,-0.2622476486980285,-0.291901905991623,-31.83662723250302,-0.29106844289558254,-0.3171341221906942,-40.200233516285536,-0.3093299677456806,-0.33158394020631976,-50.039959645589775,11.03556713967514,3.0654353165764276
stock,600268.SH,国电南自,2469,0.0735451817838371,-0.10436047384940289,-1.0008086621796957,0.40825952859440756,5,0.6913745582851869,0.45649516632806164,3.6543889642964884,0.08932588167484377,0.056967938173399464,0.07200042350265161,0.024521580480018474,0.10427614967091973,7.8861733169214965,0.810298971162053,0.6913745582851869,24.52882655139716,0.5261048728766298,0.43833581475627037,21.579102965405177,0.2639632449229357,0.19964175017244448,14.773718885245765,0.07529462915746693,0.028274006648598957,5.764718766021432,0.009566568768796035,-0.02947048548436557,0.882229671950118,-0.03050915714172835,-0.06284088068784625,-3.39706497717502,-0.042114148619734684,-0.07030759135429607,-5.377524712339945,-0.031013548928778615,-0.054033570014855745,-4.850072713926832,-0.0021782593794287992,-0.02149068926616126,-0.4060459409787118,0.04464099560892413,0.029308420159479192,10.481447472540873,24.52882655139716,6.813562930943656
stock,600269.SH,赣粤高速,2474,0.005578553964828996,0.0815754086975165,0.782302258825609,0.12472474415575059,375,-0.005878851637208558,0.2046458111302744,0.2774734833699826,-0.0008846674882629915,0.01160473839320136,-0.0611810091952923,-0.012140744111809714,0.10427607459548613,17.591369108006294,0.2398554745061745,-0.0347718346043937,3.1441873389021957,0.16814622298472162,-0.03437018455810156,2.9890240010158107,0.017688147335393624,-0.13079988728885228,0.4288381253651497,-0.11979573837646874,-0.22887271976074142,-3.953764146038878,-0.14030715052103884,-0.23068259910436884,-5.5889707856886695,-0.10887864829810456,-0.1827614684606689,-5.305199950553323,-0.06927273726948024,-0.13279604762509725,-3.9258321515997237,-0.015064387510041143,-0.0660924096928668,-1.0627845782821803,0.014930742994997961,-0.027799582364591346,1.2579046456974903,0.028678392326665535,-0.005878851637208558,2.9875707820891226,2.9875707820891226,0.829880772802534
stock,600271.SH,航天信息,2399,0.002805906151754438,-0.09570347754908606,-0.9067434506772923,-0.20843674559793102,40,-0.12724580257785884,0.343017789527217,0.1374321261152417,0.0012945416045097916,0.004226411222153543,-0.015923894400833267,-0.01931309910673782,0.10554636758346621,10.49508249983739,-0.06901503436452114,-0.2357875637794575,-1.489778470014764,-0.06849533559966128,-0.19194777921265993,-1.9973943078176315,-0.04157433542879933,-0.13087076268001496,-1.6760761001402786,-0.0629040457109195,-0.12724580257785884,-3.5195583022021744,-0.09580707647094097,-0.14913773655928883,-6.467301824579244,-0.13912136996534963,-0.18359720453843806,-11.260877658230763,-0.1768889539332476,-0.216227471935988,-16.187702701848867,-0.23991416599305096,-0.27341938508124053,-25.77780480413066,-0.29508523404296244,-0.3248759761255465,-35.658958733213325,-0.3611551019654351,-0.3873475449751116,-49.63868267634438,-3.5195583022021744,-0.9776550839450484
stock,600272.SH,开开实业,2473,0.06176568208335697,-0.02823945757195903,-0.2708143131113574,0.17165973381530802,5,0.6219627105442361,0.46558114617525065,3.0715620980225693,0.029599729107424425,0.09965329174570696,0.08189066283623644,0.03631035656136009,0.10427608957413975,7.732271870487029,0.739137145144502,0.6219627105442361,22.708824937775024,0.5246252955159598,0.4385089563465655,21.93139051280853,0.3337230039888761,0.27122392864571043,19.222729420609394,0.17096479892689462,0.12570326475795424,13.598153209733088,0.08374528802580147,0.046137755196722835,8.016559827603867,0.010282608851609148,-0.021047853558984093,1.1815143798604413,-0.025053956204359323,-0.0525474246132415,-3.280569806411001,-0.04262815975582112,-0.06532227084852509,-6.7621672641892125,-0.03019573617170154,-0.04940977105490334,-5.6575649455681205,0.008364768577503474,-0.007016380626525723,1.9577969421897397,22.708824937775024,6.308006927159728
stock,600273.SH,嘉化能源,2382,0.03674588377673029,-0.1677556789296813,-1.5893985363502416,0.3207272132657508,5,0.1335581696018832,0.3470009753826331,1.7934099529492793,0.09261376685258349,-0.017143198405124654,0.03579354658816118,0.010518980151193395,0.10554664238895113,10.374610607449535,0.2949422832631105,0.1335581696018832,6.5792858767752085,0.14984580184202567,0.030252215041773417,4.510650621527764,0.04499142877678476,-0.04222368308368257,1.8571224658354437,-0.11925372396490351,-0.18355298005212567,-6.676802072037779,-0.22659991302386173,-0.28101153157261616,-14.9923804629145,-0.32482627697839705,-0.37129366201740177,-25.16549179904692,-0.3820261043983436,-0.42376195558467045,-32.952340415776625,-0.4367106466392133,-0.472693942701868,-43.69133736841951,-0.453051187032134,-0.484889322552014,-51.22738020564308,-0.43134921498238227,-0.4583510266733458,-57.50936980485112,6.5792858767752085,1.8275794102153355
stock,600276.SH,恒瑞医药,2473,0.012478564141411215,0.10280274026189695,0.9858706888773839,0.7139100690941098,375,0.7169890226962687,0.3230576984944643,0.6205498484218968,-0.0340067279094583,0.054312084010316126,0.005593922572469532,0.08780595360647567,0.10427608957413975,11.143520234239789,-0.20567817064489155,-0.38379730067486495,-4.157001071120267,-0.17114521124468804,-0.3032050838893593,-4.6654804986724185,0.038900500108164066,-0.054707603718542816,1.4960435546119455,0.25536299425799985,0.19133322543082878,14.357490213812723,0.37173848802393733,0.3213182955731153,26.542115208930653,0.48756624615506156,0.44851986597418364,44.95265573984785,0.564023664640682,0.5317884231341821,62.98960695849071,0.6496278163243308,0.6252839043802407,96.06755660876213,0.6959836781942401,0.6767130554439846,130.01869602091833,0.7313195964834791,0.7169890226962687,183.71564086918656,183.71564086918656,51.03212246366293
stock,600278.SH,东方创业,2458,0.03208246566186604,-0.1369616520590449,-1.3134492732180694,-0.05134863466058276,5,0.09563679078977103,0.38284919287130037,1.5905915736097536,0.05488646793830312,0.009751223813540924,0.0657335507100339,-0.0766867566850254,0.10427631645299593,9.403180330616985,0.24242017433451737,0.09563679078977103,5.945581894412589,0.03031915051998639,-0.07931533976295603,0.9955712074755095,-0.1491766988235336,-0.23037467870205353,-6.613909811157607,-0.30730289590785487,-0.36780295770765326,-18.28577347456469,-0.3918602261155792,-0.4432139067267728,-27.47021824388172,-0.47466972769398413,-0.518722690790278,-38.78992239325907,-0.5331829220746868,-0.5730369498987455,-48.162221593827184,-0.6123975819188205,-0.6474976653328222,-62.80985913635504,-0.6708021833159944,-0.7028805094512138,-75.28098098878753,-0.7307087311221179,-0.7598425055144419,-90.2921604532197,5.945581894412589,1.651550526225719
