Date,BTC-USD_bh,portfolio_comm_0.0,portfolio_comm_0.0001,portfolio_comm_0.0005
2018-11-25,29361.58153469442,81046.71403621491,80932.94695551915,80479.26950187396
2018-11-26,27671.33694144422,81046.71403621491,80932.94695551915,80479.26950187396
2018-11-27,27975.865595164178,81046.71403621491,80932.94695551915,80479.26950187396
2018-11-28,31173.445955169165,81046.71403621491,80932.94695551915,80479.26950187396
2018-11-29,31330.33578255746,81046.71403621491,80932.94695551915,80479.26950187396
2018-11-30,29415.02282485636,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-01,30860.438557872083,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-02,30312.786445851558,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-03,28513.390765931403,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-04,28972.950108663066,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-05,27487.294755592306,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-06,25782.017955987474,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-07,25041.276447226606,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-08,25452.616175948282,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-09,26463.948124890907,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-10,25646.955128193673,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-11,25075.330856913348,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-12,25531.954906169645,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-13,24263.225248986895,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-14,23741.944299785206,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-15,23700.038605723446,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-16,23817.7596052563,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-17,25963.335789064444,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-18,27063.08049361268,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-19,27428.394034082154,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-20,30272.97943299569,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-21,28531.057943408257,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-22,29392.427143048473,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-23,29281.113020382665,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-24,29864.09412445773,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-25,27937.576282771515,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-26,28243.6923546438,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-27,26761.22077604297,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-28,28731.50166253449,81046.71403621491,80932.94695551915,80479.26950187396
2018-12-29,27973.586363019793,81046.71403621491,80932.94695551915,80479.26950187396
